title (original),IMDB id,film_id,IMDB_url,Directors,Writers,Actors,Country of origin,Duration (min),Year of Production
Славянский конгресс в Белграде,,flm0000379,,,,,,,
Наука и техника № 81 1947 г.,,flm0000380,,,,,,,
В глубинах моря,tt6684680,flm0000381,https://www.imdb.com/title/tt6684680/,"[('nm0955297', 'Aleksandr Zguridi')]",[],[],['SUHH'],49,['1939']
Новости дня № 20 1947 г.,,flm0000382,,,,,,,
Гипноз и внушение,,flm0000383,,,,,,,
Макар Нечай,tt0264826,flm0000384,https://www.imdb.com/title/tt0264826/,"[('nm0794608', 'Vladimir Shmidtgof')]","[('nm0686318', 'Boris Starshov')]","[('nm5413227', 'Ivan Sadovskiy'), ('nm0538764', 'Aleksey Maksimov'), ('nm0241768', 'Anton Dunaysky'), ('nm1014724', 'F. Dubrovsky'), ('nm0412202', 'Valentina Ivashova'), ('nm0229833', 'Viktor Dobrovolsky'), ('nm0952144', 'Vasiliy Zaychikov'), ('nm0475922', 'Georgiy Kurovskiy'), ('nm0019712', 'Nina Alisova')]",['SUHH'],76,['1940']
Наука и техника № 82 1947 г.,,flm0000385,,,,,,,
Новости дня № 21 1947 г.,,flm0000386,,,,,,,
Похождения Насреддина,tt0039717,flm0000387,https://www.imdb.com/title/tt0039717/,"[('nm0304400', 'Nabi Ganiyev')]","[('nm0900037', 'Viktor Vitkovich')]","[('nm1815194', 'Seifi Alimov'), ('nm1176696', 'Saat Talipov'), ('nm0451140', 'Razzak Khamrayev'), ('nm1817245', 'Khaila Ganiyeva'), ('nm0451754', 'Kabil Halikov'), ('nm0875059', 'Rakhim Pirmukhamedov'), ('nm1815457', 'I. Chubelyeva'), ('nm0841214', 'Lev Sverdlin'), ('nm0687735', 'Rostislav Plyatt'), ('nm0443508', 'Stepan Kayukov'), ('nm0646282', 'Boris Olenin'), ('nm0049465', 'Vladimir Balashov'), ('nm1294636', 'Yuldus Rysayeva'), ('nm0955314', 'Abid Dshalilov'), ('nm0159594', 'Grigoriy Shpigel'), ('nm1815930', 'P. Karpova')]",['SUHH'],87,['1947']
Иван Петрович Павлов,,flm0000388,,,,,,,
Мнимая смерть,,flm0000389,,,,,,,
Новаторы медицины,,flm0000390,,,,,,,
Эксперименты по оживлению организмов,tt0496948,flm0000391,https://www.imdb.com/title/tt0496948/,"[('nm2144367', 'D.I. Yashin')]","[('nm2143905', 'S.S. Bryukhonenko')]","[('nm2143905', 'S.S. Bryukhonenko'), ('nm2138414', 'J.B.S. Haldane'), ('nm7685408', 'Walter B. Cannon')]","['SUHH', 'US']",20,['1940']
Экспериментальный сон,,flm0000392,,,,,,,
Дыхание,,flm0000393,,,,,,,
Международная демократическая федерация женщин,,flm0000394,,,,,,,
Новости дня № 22 1947 г.,,flm0000395,,,,,,,
Наше сердце,tt0174964,flm0000396,https://www.imdb.com/title/tt0174964/,"[('nm0831590', 'Aleksandr Stolper')]","[('nm8788174', 'Boris Galin'), ('nm0300382', 'Yevgeny Gabrilovich'), ('nm8788175', 'N. Denisov')]","[('nm7515550', 'Fyodor Ivanov'), ('nm0889164', 'Iosif Vankov'), ('nm0238682', 'Vladimir Druzhnikov'), ('nm0957990', 'Nina Zorskaya'), ('nm0678156', 'Andrey Petrov'), ('nm0017945', 'Aleksey Alekseev'), ('nm0529392', 'Yuriy Lyubimov'), ('nm0035057', 'Nina Arkhipova'), ('nm0451398', 'Aleksandr Khanov'), ('nm0952144', 'Vasiliy Zaychikov'), ('nm0476843', 'Mikhail Kuznetsov'), ('nm8788171', 'Viktoriya Germanova')]",['SUHH'],82,['1947']
Наступление на пустыню,,flm0000397,,,,,,,
Советский спорт № 4 1947 г.,,flm0000398,,,,,,,
Майская ночь,tt0179325,flm0000399,https://www.imdb.com/title/tt0179325/,"[('nm0755509', 'Nikolai Sadkovich')]","[('nm0755509', 'Nikolai Sadkovich'), ('nm0324690', 'Nikolay Gogol')]","[('nm0438175', 'Dmitriy Kapka'), ('nm1077283', 'Nikolai Makarenko'), ('nm0882715', 'Natalya Uzhviy'), ('nm0645809', 'Tatyana Okunevskaya'), ('nm0231011', 'Grigoriy Dolgov'), ('nm0241768', 'Anton Dunaysky'), ('nm5331883', 'A. Semenenko'), ('nm0412202', 'Valentina Ivashova'), ('nm0901678', 'Irina Volodko'), ('nm0299540', 'Zoya Fyodorova'), ('nm0073660', 'Yefim Berezin'), ('nm0794548', 'Stepan Shkurat')]",['SUHH'],63,['1938']
Новости дня № 23 1947 г.,,flm0000400,,,,,,,
Новости дня № 24 1947 г.,,flm0000401,,,,,,,
Вулканы,,flm0000402,,,,,,,
Гром и молния,,flm0000403,,,,,,,
Землетрясение,,flm0000404,,,,,,,
Полярное сияние,,flm0000405,,,,,,,
Советский спорт № 6 1947 г.,,flm0000406,,,,,,,
Солистка балета,tt0039789,flm0000407,https://www.imdb.com/title/tt0039789/,"[('nm0412159', 'Aleksandr Ivanovsky')]","[('nm0412159', 'Aleksandr Ivanovsky'), ('nm1109046', 'Aron Erlikh')]","[('nm0714911', 'Mira Redina'), ('nm0475714', 'Fyodor Kurikhin'), ('nm0625007', 'Anatoli Nelidov'), ('nm0456396', 'Elena Kirillova'), ('nm0947746', 'Nonna Yastrebova'), ('nm0955718', 'Olga Zhizneva'), ('nm0306723', 'Vladimir Gardin'), ('nm0683391', 'Tatyana Piletskaya'), ('nm7530788', 'Nina Boldyreva'), ('nm0443605', 'Viktor Kazanovich'), ('nm0880363', 'Galina Ulanova'), ('nm3483874', 'Mansur Kamaletdinov'), ('nm0011581', 'Konstantin Adashevsky'), ('nm0696052', 'Vladimir Preobrazhenskiy'), ('nm0650108', 'Aleksandr Orlov'), ('nm1229119', 'Aleksandra Trishko')]",['SUHH'],75,['1947']
Киносборник научно-популярных фильмов № 2 1947 г.,,flm0000408,,,,,,,
Новости дня № 25 1947 г.,,flm0000409,,,,,,,
В Париже,,flm0000410,,,,,,,
Ошибка инженера Кочина,tt0175993,flm0000411,https://www.imdb.com/title/tt0175993/,"[('nm0532591', 'Aleksandr Macheret')]","[('nm0532591', 'Aleksandr Macheret'), ('nm0646316', 'Yuriy Olesha')]","[('nm0233964', 'Nikolai Dorokhin'), ('nm0650144', 'Lyubov Orlova'), ('nm0460388', 'Leonid Kmit'), ('nm0677674', 'Boris Petker'), ('nm0955541', 'Mikhail Zharov'), ('nm0631966', 'Sergey Nikonov'), ('nm0503114', 'Pyotr Leontyev'), ('nm0709993', 'Faina Ranevskaya')]",['SUHH'],111,['1939']
Пионерия № 4 1947 г.,,flm0000412,,,,,,,
Киносборник цветных научно-популярных фильмов № 2 1947 г.,,flm0000413,,,,,,,
Северная Корея,,flm0000414,,,,,,,
Валерий Чкалов,tt0034353,flm0000415,https://www.imdb.com/title/tt0034353/,"[('nm0435563', 'Mikhail Kalatozov')]","[('nm0850277', 'Dmitriy Tarasov'), ('nm0158189', 'Boris Chirskov'), ('nm1220238', 'Georgi Bajdukov')]","[('nm0946520', 'Sergei Yarov'), ('nm0850291', 'Kseniya Tarasova'), ('nm0435563', 'Mikhail Kalatozov'), ('nm0076713', 'Mark Bernes'), ('nm0028308', 'Boris Andreyev'), ('nm0312499', 'Mikheil Gelovani'), ('nm0889140', 'Vasili Vanin'), ('nm11390717', 'Viktor Plotnikov'), ('nm0955876', 'Boris Zhukovsky'), ('nm0707430', 'Arkady Raykin'), ('nm0953610', 'Irina Zarubina'), ('nm0069415', 'Vladimir Belokurov'), ('nm0083643', 'Serafima Birman'), ('nm0091631', 'Fyodor Bogdanov'), ('nm0583805', 'Semyon Mezhinsky'), ('nm0626405', 'Vasili Neshchiplenko'), ('nm0810765', 'Igor Smyslovskiy'), ('nm0073667', 'Pyotr Berezov')]",['SUHH'],89,['1941']
Новости дня № 28 1947 г.,,flm0000416,,,,,,,
Золушка,tt0168269,flm0000417,https://www.imdb.com/title/tt0168269/,"[('nm0467035', 'Nadezhda Kosheverova'), ('nm0788572', 'Mikhail Shapiro')]","[('nm0796065', 'Evgeniy Shvarts')]","[('nm0307435', 'Erast Garin'), ('nm0950967', 'Yelena Yunger'), ('nm0616576', 'Varvara Myasnikova'), ('nm0580959', 'Vasiliy Merkurev'), ('nm2145841', 'Igor Klemenkov'), ('nm0750144', 'Aleksandr Rumnev'), ('nm0683391', 'Tatyana Piletskaya'), ('nm0709993', 'Faina Ranevskaya'), ('nm0277140', 'Sergey Filippov'), ('nm0955567', 'Yanina Zheymo'), ('nm1229236', 'Aleksandr Violinov'), ('nm0465342', 'Aleksey Konsovskiy'), ('nm0786912', 'Tatyana Sezenyovskaya')]",['SUHH'],80,['1947']
Новости дня № 30 1947 г.,,flm0000418,,,,,,,
Румыния,,flm0000419,,,,,,,
Новости дня № 29 1947 г.,,flm0000420,,,,,,,
Новости дня № 31 1947 г.,,flm0000421,,,,,,,
Подкидыш,tt0018482,flm0000422,https://www.imdb.com/title/tt0018482/,"[('nm0282549', 'James Flood')]","[('nm0075960', 'Paul Bern'), ('nm0249317', 'May Edginton')]","[('nm0588928', 'Mary Louise Miller'), ('nm0255016', 'Paul Ellis'), ('nm0769584', 'Anne Schaefer'), ('nm0341464', 'Corinne Griffith'), ('nm0098376', 'Hobart Bosworth'), ('nm0101071', 'John Bowers')]",['US'],60,['1927']
Советский спорт № 5 1947 г.,,flm0000423,,,,,,,
Muzi bez krídel,tt0038760,flm0000424,https://www.imdb.com/title/tt0038760/,"[('nm0134898', 'Frantisek Cáp')]","[('nm0795485', 'Bohumil Stepánek')]","[('nm0512924', 'Eduard Linkers'), ('nm2063508', 'Ladislav Hajek'), ('nm0354533', 'Darja Hajská'), ('nm0958121', 'Jaroslav Zrotal'), ('nm0678330', 'Jirina Petrovická'), ('nm0835336', 'Ladislav H. Struna'), ('nm0817581', 'Jan W. Speerger'), ('nm3317045', 'Dr. Peyer'), ('nm0784312', 'Jaroslav Seník'), ('nm0618856', 'Marie Nademlejnská'), ('nm0695590', 'George Pravda'), ('nm0387192', 'Vladimír Hlavatý'), ('nm0628708', 'Gustav Nezval'), ('nm0884027', 'Paula Valenska'), ('nm2461420', 'Jirí Hurta'), ('nm0245359', 'Alois Dvorský'), ('nm0546389', 'Frantisek Marek'), ('nm0418721', 'Ferdinand Jarkovský')]",['CSHH'],79,['1946']
Из записок врача,,flm0000425,,,,,,,
"Газопровод ""Саратов-Москва""",,flm0000426,,,,,,,
Новости дня № 32 1947 г.,,flm0000427,,,,,,,
Юность поэта,tt0129654,flm0000428,https://www.imdb.com/title/tt0129654/,"[('nm0621501', 'Abram Naroditsky')]","[('nm1032769', 'Aleksandr Slonimsky')]","[('nm0343041', 'Aleksandr Gromov'), ('nm0563304', 'L. Mazin'), ('nm4535967', 'Konstantin Smirnov'), ('nm0302285', 'Emil Gal'), ('nm0789402', 'Nina Shaternikova'), ('nm0311996', 'Aleksandr Geirot'), ('nm0946276', 'Valentin Yantsat'), ('nm0306723', 'Vladimir Gardin'), ('nm0555485', 'Anatoli Muruzin'), ('nm3821623', 'Valentin Litovsky'), ('nm0839829', 'Cheslav Sushkevich'), ('nm0412202', 'Valentina Ivashova'), ('nm0660910', 'Ivan Paramonov'), ('nm0850933', 'Vladimir Taskin'), ('nm3818852', 'Oleg Lipkin'), ('nm1031686', 'Ippolit Novsky-Semyonovsky'), ('nm0583871', 'Aleksandr Mgebrov'), ('nm1030667', 'Georgiy Kranert')]",['SUHH'],85,['1937']
105 лошадиных сил,,flm0000429,,,,,,,
Киносборник научно-популярных фильмов № 3 1947 г.,,flm0000430,,,,,,,
Курс на север,,flm0000431,,,,,,,
Новости дня № 33 1947 г.,,flm0000432,,,,,,,
In Which We Serve,tt0034891,flm0000433,https://www.imdb.com/title/tt0034891/,"[('nm0002021', 'Noël Coward')]","[('nm0002021', 'Noël Coward')]","[('nm0590055', 'John Mills'), ('nm0075326', 'Ballard Berkeley'), ('nm0141432', 'Kenneth Carten'), ('nm0909727', 'Kay Walsh'), ('nm0928697', 'Michael Wilding'), ('nm0890044', 'John Varley'), ('nm0914539', 'Caven Watson'), ('nm0232019', 'James Donald'), ('nm0295546', 'Philip Friend'), ('nm0136983', 'Joyce Carey'), ('nm0763059', 'Robert Sansom'), ('nm0339579', 'Hubert Gregg'), ('nm0424743', 'Celia Johnson'), ('nm0105221', 'Chimmo Branson'), ('nm0926451', 'Michael Whittaker'), ('nm0002021', 'Noël Coward'), ('nm0255576', 'Derek Elphinstone'), ('nm0587061', 'Bernard Miles')]",['GB'],115,['1942']
Давид-Бек,tt0036747,flm0000434,https://www.imdb.com/title/tt0036747/,"[('nm0067384', 'Amo Bek-Nazaryan')]","[('nm0067384', 'Amo Bek-Nazaryan'), ('nm1344922', 'Saghatel Harutyunyan'), ('nm0241258', 'Yakov Dukor')]","[('nm0538541', 'Tatyana Makhmuryan'), ('nm1342749', 'Murad Kostanyan'), ('nm0947675', 'Vladimir Yershov'), ('nm0540898', 'David Malyan'), ('nm1341831', 'Tigran Ayvazyan'), ('nm0043100', 'Avet Avetisyan'), ('nm0673375', 'Ivane Perestiani'), ('nm0013184', 'Hasmik Agopyan'), ('nm1341819', 'Arus Asryan'), ('nm1342927', 'Vaghinak Marguni'), ('nm1342751', 'Arman Kotikyan'), ('nm0841214', 'Lev Sverdlin'), ('nm1343866', 'L. Zohrabyan'), ('nm0759963', 'Evgeniy Samoylov'), ('nm1617225', 'L. Shahparonyan'), ('nm0235583', 'Frunze Dovlatyan'), ('nm1212367', 'Grigor Avetyan'), ('nm0626287', 'Hrachia Nersisyan')]",['SUHH'],93,['1944']
Парень из тайги,tt0189945,flm0000435,https://www.imdb.com/title/tt0189945/,"[('nm0696049', 'Olga Preobrazhenskaya')]","[('nm0276962', 'Aleksandr Filimonov'), ('nm5815791', 'Vadim Distler')]","[('nm0443606', 'Alla Kazanskaya'), ('nm0841249', 'Georgiy Svetlani'), ('nm0673406', 'Ivan Pereverzev'), ('nm0313860', 'Pavel Geraga'), ('nm0306723', 'Vladimir Gardin'), ('nm0720076', 'Pyotr Repnin'), ('nm5815785', 'Nikolai Chindorin'), ('nm0220725', 'Mikhail Derzhavin'), ('nm0872309', 'Viktor Tretyakov'), ('nm0154775', 'Aleksandr Cheban'), ('nm5815787', 'Aleksandr Duletov'), ('nm0903489', 'Mikhail Vorobyov'), ('nm0451950', 'Nikolai Khryashchikov'), ('nm0687735', 'Rostislav Plyatt'), ('nm0881555', 'Vladimir Uralskiy'), ('nm3890975', 'Lyudmila Zankovskaya')]",['SUHH'],82,['1941']
Пионерия № 5 1947 г.,,flm0000436,,,,,,,
Пионерия № 6 1947 г.,,flm0000437,,,,,,,
Новости дня № 34 1947 г.,,flm0000438,,,,,,,
Новости дня № 35 1947 г.,,flm0000439,,,,,,,
Спортивный день столицы,,flm0000440,,,,,,,
Пропавшая грамота,tt0239843,flm0000441,https://www.imdb.com/title/tt0239843/,"[('nm0115912', 'Valentina Brumberg'), ('nm0115913', 'Zinaida Brumberg')]","[('nm0115912', 'Valentina Brumberg'), ('nm0324690', 'Nikolay Gogol'), ('nm0115913', 'Zinaida Brumberg')]","[('nm0434148', 'Vasili Kachalov'), ('nm0515104', 'Boris Livanov'), ('nm0946263', 'Mikhail Yanshin'), ('nm0685236', 'Leonid Pirogov'), ('nm0554178', 'Sergey Martinson')]",['SUHH'],43,['1945']
Волшебное зерно,tt0334652,flm0000442,https://www.imdb.com/title/tt0334652/,"[('nm0277052', 'Fyodor Filippov'), ('nm1060874', 'Valentin Kadochnikov')]","[('nm0801411', 'Aleksey Simukov')]","[('nm1251962', 'Galina Kireyevskaya'), ('nm1250633', 'Oleg Bant'), ('nm1253537', 'Vladimir Tumalaryants'), ('nm1253863', 'Nina Zavarova'), ('nm13567858', 'Olga Toropova'), ('nm0443508', 'Stepan Kayukov'), ('nm0340816', 'Vladimir Gribkov'), ('nm0673406', 'Ivan Pereverzev'), ('nm0445405', 'Aleksei Kelberer'), ('nm0554178', 'Sergey Martinson')]",['SUHH'],87,['1942']
Гайчи,tt1458741,flm0000443,https://www.imdb.com/title/tt1458741/,"[('nm0794638', 'Vladimir Shnejderov')]","[('nm3508029', 'Valerian Moskalevich')]","[('nm3507856', 'J. Zai'), ('nm3506756', 'Boris Tolgayev'), ('nm3506533', 'Erdni Mandzhiyev'), ('nm0872309', 'Viktor Tretyakov'), ('nm3506496', 'Yu-Fey Bustrem'), ('nm3505781', 'Georgiy Subbotin')]",['SUHH'],60,['1938']
Метеориты,,flm0000444,,,,,,,
Новости дня № 36 1947 г.,,flm0000445,,,,,,,
Новости дня № 37 1947 г.,,flm0000446,,,,,,,
Белеет парус одинокий,tt0028674,flm0000447,https://www.imdb.com/title/tt0028674/,"[('nm0499407', 'Vladimir Legoshin')]","[('nm0441188', 'Valentin Kataev')]","[('nm0578197', 'Aleksandr Melnikov'), ('nm0527903', 'Matvei Lyarov'), ('nm0124638', 'Igor But'), ('nm0701608', 'Olga Pyzhova'), ('nm0755964', 'Daniil Sagal'), ('nm0878269', 'Georgi Tusuzov'), ('nm0750276', 'Boris Runge'), ('nm0671310', 'Ivan Pelttser'), ('nm0631705', 'Fyodor Nikitin'), ('nm0699328', 'Svetlana Pryadilova'), ('nm0687451', 'Nikolai Plotnikov'), ('nm0093297', 'Irina Bolshakova'), ('nm0823351', 'Pyotr Starkovsky'), ('nm0155005', 'Aleksandr Chekayevskiy')]",['SUHH'],92,['1937']
Сказка о царе Салтане,tt6196836,flm0000448,https://www.imdb.com/title/tt6196836/,"[('nm0115912', 'Valentina Brumberg'), ('nm0115913', 'Zinaida Brumberg')]","[('nm0701090', 'Alexander Pushkin'), ('nm0115912', 'Valentina Brumberg'), ('nm0115913', 'Zinaida Brumberg')]","[('nm0792922', 'Faina Shevchenko'), ('nm0685236', 'Leonid Pirogov'), ('nm0044747', 'Mariya Babanova'), ('nm0955541', 'Mikhail Zharov'), ('nm0709993', 'Faina Ranevskaya'), ('nm0650115', 'Dmitriy Orlov'), ('nm4220266', 'Klavdiya Koreneva')]",['SUHH'],35,['1943']
Весна,tt0039954,flm0000449,https://www.imdb.com/title/tt0039954/,"[('nm0017893', 'Grigoriy Aleksandrov')]","[('nm0806099', 'Moris Slobodskoy'), ('nm0017893', 'Grigoriy Aleksandrov'), ('nm0711222', 'Aleksandr Raskin')]","[('nm0003540', 'Nikolay Cherkasov'), ('nm0650144', 'Lyubov Orlova'), ('nm0330780', 'Tatyana Guretskaya'), ('nm0950881', 'Georgiy Yumatov'), ('nm0677674', 'Boris Petker'), ('nm0796689', 'Mikhail Sidorkin'), ('nm0875028', 'Arkadi Tsinman'), ('nm0955873', 'Garen Zhukovskaya'), ('nm0687735', 'Rostislav Plyatt'), ('nm0854302', 'Valentina Telegina'), ('nm0709993', 'Faina Ranevskaya'), ('nm0873933', 'Mikhail Troyanovskiy'), ('nm1405933', 'Stepan Balashov'), ('nm0465274', 'Nikolai Konovalov'), ('nm0954702', 'Rina Zelyonaya'), ('nm0952144', 'Vasiliy Zaychikov'), ('nm1408347', 'B. Zhuravlyov'), ('nm1408041', 'Boris Svoboda')]",['SUHH'],104,['1947']
Новости дня № 38 1947 г.,,flm0000450,,,,,,,
День на Волге,,flm0000451,,,,,,,
Советский спорт № 7/20 1947 г.,,flm0000452,,,,,,,
Наука и техника № 77 1947 г.,,flm0000453,,,,,,,
Новости дня № 39 1947 г.,,flm0000454,,,,,,,
Новости дня № 40 1947 г.,,flm0000455,,,,,,,
Минин и Пожарский,tt0031654,flm0000456,https://www.imdb.com/title/tt0031654/,"[('nm0699877', 'Vsevolod Pudovkin')]","[('nm0794531', 'Viktor Shklovskiy')]","[('nm1592333', 'Vladimir Moskvin'), ('nm0476911', 'Yelizaveta Kuzyurina'), ('nm0161548', 'Ivan Chuvelyov'), ('nm0039951', 'Mikhail Astangov'), ('nm0158166', 'Boris Chirkov'), ('nm0233954', 'Vladimir Dorofeyev'), ('nm0515104', 'Boris Livanov'), ('nm0464561', 'Sergey Komarov'), ('nm0436272', 'Yevgeniy Kaluzhsky'), ('nm0271846', 'Lev Fenin'), ('nm0348718', 'Yevgeny Gurov'), ('nm0631723', 'Nina Nikitina'), ('nm0631699', 'Nikolai Nikitich'), ('nm0841214', 'Lev Sverdlin'), ('nm0331419', 'Anatoliy Goryunov'), ('nm0811868', 'Pyotr Sobolevsky'), ('nm0031964', 'Nikolai Aparin'), ('nm0451398', 'Aleksandr Khanov')]",['SUHH'],110,['1939']
Die Mörder sind unter uns,tt0038769,flm0000457,https://www.imdb.com/title/tt0038769/,"[('nm0823906', 'Wolfgang Staudte')]","[('nm0823905', 'Fritz Staudte'), ('nm0796242', 'Johanna Sibelius'), ('nm0445123', 'Eberhard Keindorff')]","[('nm0667293', 'Arno Paulsen'), ('nm0085970', 'Christian Blackwood'), ('nm0525035', 'Marlise Ludwig'), ('nm0460651', 'Hildegard Knef'), ('nm1262173', 'Christiane Hanson'), ('nm0121424', 'Elly Burgmer'), ('nm0783422', 'Erna Sellmer'), ('nm1261271', 'Wanda Peters'), ('nm0096033', 'Wilhelm Borchert'), ('nm0286830', 'Robert Forsch'), ('nm0351610', 'Michael Günther'), ('nm0433621', 'Käthe Jöken-König'), ('nm0230650', 'Wolfgang Dohnberg'), ('nm0012356', 'Hilde Adolphi'), ('nm0423691', 'Albert Johannes'), ('nm0821504', 'Ernst Stahl-Nachbaur'), ('nm0471177', 'Ursula Krieg')]",['DE'],85,['1946']
Конек-Горбунок,tt0050604,flm0000458,https://www.imdb.com/title/tt0050604/,"[('nm0343048', 'Viktor Gromov'), ('nm0412108', 'Ivan Ivanov-Vano'), ('nm0811102', 'Aleksandra Snezhko-Blotskaya')]","[('nm0747606', 'Nikolai Rozhkov'), ('nm0690127', 'Evgeniy Pomeshchikov'), ('nm1591054', 'Pyotr Ershov')]","[('nm0900120', 'Georgiy Vitsin'), ('nm0685236', 'Leonid Pirogov'), ('nm0947746', 'Nonna Yastrebova'), ('nm0818248', 'Valentina Sperantova'), ('nm0637276', 'Galina Novozhilova'), ('nm0473393', 'Anatoliy Kubatskiy'), ('nm0155955', 'Georgi Chernovolenko'), ('nm0587711', 'Georgiy Millyar'), ('nm11038085', 'Alik Kachanov')]",['SUHH'],57,['1947']
Город четырех ворот,,flm0000459,,,,,,,
Жемчужина Кавказа,,flm0000460,,,,,,,
Новости дня № 47 1947 г.,,flm0000461,,,,,,,
Новости дня № 41 1947 г.,,flm0000462,,,,,,,
Пионерия № 7 1947 г.,,flm0000463,,,,,,,
Советский спорт № 7 1947 г.,,flm0000464,,,,,,,
Научно-популярные фильмы,,flm0000465,,,,,,,
Новости дня № 42 1947 г.,,flm0000466,,,,,,,
Песенка радости,tt6052684,flm0000467,https://www.imdb.com/title/tt6052684/,"[('nm0664536', 'Mstislav Pashchenko')]","[('nm0664536', 'Mstislav Pashchenko')]","[('nm0506262', 'Tatyana Strukova'), ('nm0451985', 'Yuriy Khrzhanovskiy'), ('nm0950870', 'Yuliya Yulskaya'), ('nm0461860', 'Lidiya Knyazeva'), ('nm0412140', 'Viktoriya Ivanova')]",['SUHH'],21,['1946']
Новости дня № 43 1947 г.,,flm0000468,,,,,,,
Светлый путь,tt0033119,flm0000469,https://www.imdb.com/title/tt0033119/,"[('nm0017893', 'Grigoriy Aleksandrov')]","[('nm0034118', 'Viktor Ardov')]","[('nm0465274', 'Nikolai Konovalov'), ('nm0878688', 'Elena Tyapkina'), ('nm0008313', 'Osip Abdulov'), ('nm0650144', 'Lyubov Orlova'), ('nm0022640', 'Vera Altayskaya'), ('nm0343048', 'Viktor Gromov'), ('nm0958888', 'Anastasiya Zueva'), ('nm0646271', 'Pavel Olenev'), ('nm0313860', 'Pavel Geraga'), ('nm0901673', 'Vladimir Volodin'), ('nm0955659', 'V.V. Zhidkova'), ('nm0240197', 'Anatoliy Dudorov'), ('nm0759963', 'Evgeniy Samoylov'), ('nm0954702', 'Rina Zelyonaya'), ('nm0783086', 'Fyodor Seleznyov'), ('nm7112524', 'Nadezhda Kovalyova'), ('nm0855479', 'Aleksandra Teryokhina'), ('nm0270221', 'Nina Fedosyuk')]",['SUHH'],87,['1940']
Новости дня № 44 1947 г.,,flm0000470,,,,,,,
Советский спорт № 8 1947 г.,,flm0000471,,,,,,,
Сокровища Ценского ущелья,tt0268709,flm0000472,https://www.imdb.com/title/tt0268709/,"[('nm0075242', 'Zakaria Berishvili')]","[('nm0067857', 'Akaki Beliashvili')]","[('nm0438816', 'Kokhta Karalashvili'), ('nm0016126', 'David Alavidze'), ('nm0106856', 'Giga Bregvadze'), ('nm0865641', 'Aleksandra Toidze'), ('nm0311741', 'K. Gegenava'), ('nm0106855', 'D. Bregvadze'), ('nm0875070', 'A. Tsitlidze'), ('nm0052931', 'Tito Baramidze'), ('nm0532550', 'Kirile Macharadze')]",['SUHH'],60,['1941']
Гобсек,tt0164612,flm0000473,https://www.imdb.com/title/tt0164612/,"[('nm0250955', 'Konstantin Eggert')]","[('nm0051304', 'Honoré de Balzac'), ('nm0250955', 'Konstantin Eggert'), ('nm0503070', 'Oleg Leonidov')]","[('nm0901534', 'Y. Volkov'), ('nm0527913', 'E. Lyaudanskaya'), ('nm0874756', 'Mikhail Tsaryov'), ('nm0008313', 'Osip Abdulov'), ('nm0503068', 'Leonid Leonidov'), ('nm0464938', 'Tatyana Kondrakova'), ('nm0789419', 'Aleksandr Shatov'), ('nm0250955', 'Konstantin Eggert'), ('nm0324701', 'Yelena Gogoleva'), ('nm0785115', 'Galina Sergeyeva'), ('nm0755630', 'Mikhail Sadovsky')]",['SUHH'],73,['1937']
Запорожсталь возрождается,,flm0000474,,,,,,,
Приятели,tt0250672,flm0000475,https://www.imdb.com/title/tt0250672/,"[('nm1239954', 'Mikhail Gavronsky')]",[],"[('nm0692693', 'Boris Poslavsky'), ('nm0855501', 'Boris Terentyev')]",['SUHH'],0,['1940']
Цветная мультипликационная программа,,flm0000476,,,,,,,
В мире советского искусства,,flm0000477,,,,,,,
Новости дня № 45 1947 г.,,flm0000478,,,,,,,
La bataille du rail,tt0038334,flm0000479,https://www.imdb.com/title/tt0038334/,"[('nm0167496', 'René Clément')]","[('nm0167496', 'René Clément'), ('nm0041640', 'Colette Audry')]","[('nm0667424', 'Léon Pauléon'), ('nm0491279', 'Tony Laurent'), ('nm0000964', 'Charles Boyer'), ('nm0220802', 'Lucien Desagneaux'), ('nm0202416', 'Jean Daurand'), ('nm0523524', 'Pierre Lozach'), ('nm0591047', 'Pierre Mindaist'), ('nm0715112', 'Redon'), ('nm0431219', 'François Joux'), ('nm0490317', 'Pierre Latour'), ('nm0712238', 'Fernand Rauzéna'), ('nm0758337', 'Michel Salina'), ('nm0938534', 'Max Woll'), ('nm0055435', 'Marcel Barnault'), ('nm0212178', 'Robert Le Ray'), ('nm0163581', 'Jean Clarieux')]",['FR'],85,['1946']
Слет юных пионеров Грузии,,flm0000480,,,,,,,
Интеллигенция колхозного села,,flm0000481,,,,,,,
Новости дня № 46 1947 г.,,flm0000482,,,,,,,
История одной линии,,flm0000483,,,,,,,
Московская вода,,flm0000484,,,,,,,
Новости дня № 48 1947 г.,,flm0000485,,,,,,,
Почин Василия Матросова,,flm0000486,,,,,,,
Памятники истории,,flm0000487,,,,,,,
